"Symbol,""Name"",""LastSale"",""MarketCap"",""ADR TSO"",""IPOyear"",""Sector"",""Industry"",""Summary Quote"",";
"NJV,""Nuveen New Jersey Municipal Value Fund"",""13.8"",""21597496.8"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/njv"",";
"NRK,""Nuveen New York AMT-Free Municipal Income Fund"",""12.65"",""1108374075.6"",""n/a"",""2002"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/nrk"",";
"NXK,""Nuveen New York Dividend Advantage Municipal Fund 2"",""12.9399"",""83960748.1884"",""n/a"",""2001"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/nxk"",";
"NYV,""Nuveen New York Municipal Value Fund 2"",""13.93"",""32730095.16"",""n/a"",""2009"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/nyv"",";
"NXM,""Nuveen Pennsylvania Dividend Advantage Municipal Fund"",""12.544"",""41670967.296"",""n/a"",""2001"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/nxm"",";
"NVY,""Nuveen Pennsylvania Dividend Advantage Municipal Fund 2"",""12.3499"",""46022668.0438"",""n/a"",""2002"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/nvy"",";
"NPN,""Nuveen Pennsylvania Municipal Value Fund"",""13.72"",""16729509.44"",""n/a"",""2009"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/npn"",";
"JRS,""Nuveen Real Estate Fund"",""9.89"",""284493702.66"",""n/a"",""2001"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/jrs"",";
"OGEN,""Oragenics, Inc."",""3.9882"",""139214841.117"",""n/a"",""n/a"",""Health Care"",""Major Pharmaceuticals"",""http://www.nasdaq.com/symbol/ogen"",";
"ORC,""Orchid Island Capital, Inc."",""12.35"",""41269562.75"",""n/a"",""2013"",""Consumer Services"",""Real Estate Investment Trusts"",""http://www.nasdaq.com/symbol/orc"",";
"TIS,""Orchids Paper Products Company"",""30.85"",""247920132.65"",""n/a"",""2005"",""Basic Industries"",""Paper"",""http://www.nasdaq.com/symbol/tis"",";
"ONVO,""Organovo Holdings, Inc."",""11.15"",""861653078.45"",""n/a"",""n/a"",""Health Care"",""Biotechnology: Biological Products (No Diagnostic Substances)"",""http://www.nasdaq.com/symbol/onvo"",";
"ONP,""Orient Paper, Inc."",""2.879"",""53137415.1"",""n/a"",""n/a"",""Consumer Durables"",""Containers/Packaging"",""http://www.nasdaq.com/symbol/onp"",";
"OESX,""Orion Energy Systems, Inc."",""7.35"",""155533563.15"",""n/a"",""2007"",""Consumer Durables"",""Building Products"",""http://www.nasdaq.com/symbol/oesx"",";
"ORM,""Owens Realty Mortgage, Inc."",""14.19"",""155158625.16"",""n/a"",""2013"",""Consumer Services"",""Real Estate Investment Trusts"",""http://www.nasdaq.com/symbol/orm"",";
"PHF,""Pacholder High Yield Fund, Inc."",""8.14"",""105764175.88"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/phf"",";
"PBM,""Pacific Booker Minerals Inc"",""6.2114"",""76760723.4446"",""n/a"",""n/a"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/pbm"",";
"PCG^A,""Pacific Gas & Electric Co."",""28.39"",""0"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/pcg^a"",";
"PCG^B,""Pacific Gas & Electric Co."",""25.4996"",""0"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/pcg^b"",";
"PCG^C,""Pacific Gas & Electric Co."",""24.08"",""0"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/pcg^c"",";
"PCG^D,""Pacific Gas & Electric Co."",""23.8"",""0"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/pcg^d"",";
"PCG^E,""Pacific Gas & Electric Co."",""23.15"",""0"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/pcg^e"",";
"PCG^G,""Pacific Gas & Electric Co."",""22.45"",""0"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/pcg^g"",";
"PCG^H,""Pacific Gas & Electric Co."",""21.016"",""0"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/pcg^h"",";
"PCG^I,""Pacific Gas & Electric Co."",""21.6"",""0"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/pcg^i"",";
"PTN,""Palatin Technologies, Inc."",""0.98"",""38407821.9"",""n/a"",""n/a"",""Health Care"",""Major Pharmaceuticals"",""http://www.nasdaq.com/symbol/ptn"",";
"PZG,""Paramount Gold and Silver Corp."",""1.15"",""179090728.2"",""n/a"",""n/a"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/pzg"",";
"PRK,""Park National Corporation"",""81.57"",""1258014140.7"",""n/a"",""n/a"",""Finance"",""Major Banks"",""http://www.nasdaq.com/symbol/prk"",";
"PED,""Pedevco Corp."",""2.21"",""57678599.94"",""n/a"",""n/a"",""Energy"",""Oil & Gas Production"",""http://www.nasdaq.com/symbol/ped"",";
"PIP,""PharmAthene, Inc"",""1.95"",""102006280.35"",""n/a"",""n/a"",""Health Care"",""Major Pharmaceuticals"",""http://www.nasdaq.com/symbol/pip"",";
"HNW,""Pioneer Diversified High Income Trust"",""20.85"",""173103851.55"",""n/a"",""2007"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/hnw"",";
"PLG,""Platinum Group Metals Ltd."",""1.2"",""661511450.4"",""n/a"",""n/a"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/plg"",";
"PCC,""PMC Commercial Trust"",""8.83"",""93564622.6"",""n/a"",""1993"",""Consumer Services"",""Real Estate Investment Trusts"",""http://www.nasdaq.com/symbol/pcc"",";
"PLM,""Polymet Mining Corp."",""0.97"",""266712241.78"",""n/a"",""n/a"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/plm"",";
"PW,""Power REIT"",""9.24"",""15495064.2"",""n/a"",""n/a"",""Consumer Services"",""Real Estate Investment Trusts"",""http://www.nasdaq.com/symbol/pw"",";
"APTS,""Preferred Apartment Communities, Inc."",""8.04"",""119922091.32"",""n/a"",""2011"",""Consumer Services"",""Real Estate Investment Trusts"",""http://www.nasdaq.com/symbol/apts"",";
"PLX,""Protalix BioTherapeutics, Inc."",""4.71"",""440675913.15"",""n/a"",""n/a"",""Health Care"",""Biotechnology: Biological Products (No Diagnostic Substances)"",""http://www.nasdaq.com/symbol/plx"",";
"PDO,""Pyramid Oil Co"",""5.4805"",""25693049.8425"",""n/a"",""n/a"",""Energy"",""Oil & Gas Production"",""http://www.nasdaq.com/symbol/pdo"",";
"QMM,""Quaterra Resources Inc"",""0.0701"",""13562907.0616"",""n/a"",""n/a"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/qmm"",";
"QRM,""Quest Rare Minerals Ltd"",""0.4799"",""32267057.4156"",""n/a"",""n/a"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/qrm"",";
"RLGT,""Radiant Logistics, Inc."",""2.79"",""93814358.22"",""n/a"",""n/a"",""Transportation"",""Oil Refining/Marketing"",""http://www.nasdaq.com/symbol/rlgt"",";
"RLGT^A,""Radiant Logistics, Inc."",""26.27"",""0"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/rlgt^a"",";
"REE,""Rare Element Resources Ltd."",""1.63"",""77632409.35"",""n/a"",""n/a"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/ree"",";
"UTG,""Reaves Utility Income Fund"",""25.07"",""727388350.58"",""n/a"",""2004"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/utg"",";
"REED,""Reeds, Inc."",""8.29"",""106796405.82"",""n/a"",""n/a"",""Consumer Non-Durables"",""Beverages (Production/Distribution)"",""http://www.nasdaq.com/symbol/reed"",";
"RWC,""RELM Wireless Corporation"",""3.5"",""47531648.5"",""n/a"",""n/a"",""Technology"",""Radio And Television Broadcasting And Communications Equipment"",""http://www.nasdaq.com/symbol/rwc"",";
"RCG,""Renaissance Capital Growth & Income Fund III, Inc."",""1.42"",""6338833.14"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/rcg"",";
"RVP,""Retractable Technologies, Inc."",""3.56"",""96023299.72"",""n/a"",""n/a"",""Health Care"",""Medical/Dental Instruments"",""http://www.nasdaq.com/symbol/rvp"",";
"RVM,""Revett Minerals Inc."",""0.82"",""28369037.34"",""n/a"",""n/a"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/rvm"",";
"RNN,""Rexahn Pharmaceuticals, Inc."",""1.1"",""161389574.5"",""n/a"",""n/a"",""Health Care"",""Major Pharmaceuticals"",""http://www.nasdaq.com/symbol/rnn"",";
"RIC,""Richmont Mines, Inc."",""1.3"",""51474933.9"",""n/a"",""n/a"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/ric"",";
"REI,""Ring Energy, Inc."",""14"",""329858382"",""n/a"",""n/a"",""Energy"",""Oil & Gas Production"",""http://www.nasdaq.com/symbol/rei"",";
"RIF,""RMR Real Estate Income Fund."",""17.3"",""132371071.1"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/rif"",";
"RPI,""Roberts Realty Investors, Inc."",""0.8801"",""8813833.6182"",""n/a"",""n/a"",""Consumer Services"",""Real Estate Investment Trusts"",""http://www.nasdaq.com/symbol/rpi"",";
"RBY,""Rubicon Minerals Corp"",""1.08"",""311919231.24"",""n/a"",""n/a"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/rby"",";
"SGA,""Saga Communications, Inc."",""50.89"",""289329547.99"",""n/a"",""n/a"",""Consumer Services"",""Broadcasting"",""http://www.nasdaq.com/symbol/sga"",";
"SSN,""Samson Oil & Gas Limited"",""0.499"",""63563298.141"",""n/a"",""n/a"",""Energy"",""Oil & Gas Production"",""http://www.nasdaq.com/symbol/ssn"",";
"SAND          ,""Sandstorm Gold Ltd"",""5.21"",""521146598.98"",""n/a"",""n/a"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/sand          "",";
"SARA,""Saratoga Resources Inc"",""1.03"",""31874999.03"",""n/a"",""n/a"",""Energy"",""Oil & Gas Production"",""http://www.nasdaq.com/symbol/sara"",";
"SEB,""Seaboard Corporation"",""2635"",""3137837050"",""n/a"",""1996"",""Finance"",""Investment Bankers/Brokers/Service"",""http://www.nasdaq.com/symbol/seb"",";
"SVT,""Servotronics, Inc."",""8.35"",""20825259.05"",""n/a"",""n/a"",""Capital Goods"",""Industrial Machinery/Components"",""http://www.nasdaq.com/symbol/svt"",";
"SIF,""SIFCO Industries, Inc."",""33.93"",""182323737.18"",""n/a"",""n/a"",""Capital Goods"",""Aerospace"",""http://www.nasdaq.com/symbol/sif"",";
"SVBL,""Silver Bull Resources, Inc."",""0.3499"",""55659522.6843"",""n/a"",""n/a"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/svbl"",";
"SVLC,""SilverCrest Mines, Inc."",""2.06"",""224371502.3"",""n/a"",""n/a"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/svlc"",";
"WWZ^K,""SiM Internal Test 10"",""n/a"",""0"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/wwz^k"",";
"MMZ^K,""SiM Internal Test 6"",""n/a"",""0"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/mmz^k"",";
"OOZ^K,""SiM Internal Test 7"",""n/a"",""0"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/ooz^k"",";
"QQZ^K,""SiM Internal Test 8"",""n/a"",""0"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/qqz^k"",";
"SS^K,""SiM Internal Test 9"",""n/a"",""0"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/ss^k"",";
"SKY,""Skyline Corporation"",""5.52"",""46319666.88"",""n/a"",""n/a"",""Basic Industries"",""Homebuilding"",""http://www.nasdaq.com/symbol/sky"",";
"SLI,""SL Industries, Inc."",""27.64"",""113932080"",""n/a"",""n/a"",""Capital Goods"",""Industrial Machinery/Components"",""http://www.nasdaq.com/symbol/sli"",";
"ZXX,""SM Listed Test 3"",""n/a"",""0"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/zxx"",";
"ZXX^F,""SM Listed Test 3"",""n/a"",""0"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/zxx^f"",";
"XPL,""Solitario Exploration & Royalty Corp"",""0.915"",""34323596.205"",""n/a"",""n/a"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/xpl"",";
"SOQ,""Sonde Resources Corp"",""0.5009"",""28086114.6709"",""n/a"",""n/a"",""Energy"",""Oil & Gas Production"",""http://www.nasdaq.com/symbol/soq"",";
"SCE^B,""Southern California Edison Company"",""19.4439"",""0"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/sce^b"",";
"SCE^C,""Southern California Edison Company"",""20.099"",""0"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/sce^c"",";
"SCE^D,""Southern California Edison Company"",""20.7"",""0"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/sce^d"",";
"SCE^E,""Southern California Edison Company"",""22.87"",""0"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/sce^e"",";
"SGB,""Southwest Georgia Financial Corporation"",""10.75"",""27389247.75"",""n/a"",""n/a"",""Finance"",""Major Banks"",""http://www.nasdaq.com/symbol/sgb"",";
"LOV,""Spark Networks, Inc."",""6.05"",""144720858.15"",""n/a"",""n/a"",""Miscellaneous"",""Business Services"",""http://www.nasdaq.com/symbol/lov"",";
"STRP,""Straight Path Communications Inc."",""8.33"",""97978268.01"",""n/a"",""2013"",""Public Utilities"",""Telecommunications Equipment"",""http://www.nasdaq.com/symbol/strp"",";
"SSY,""SunLink Health Systems, Inc."",""0.88"",""8310199.04"",""n/a"",""n/a"",""Health Care"",""Hospital/Nursing Management"",""http://www.nasdaq.com/symbol/ssy"",";
"STS,""Supreme Industries, Inc."",""6.75"",""109988712"",""n/a"",""n/a"",""Capital Goods"",""Construction/Ag Equipment/Trucks"",""http://www.nasdaq.com/symbol/sts"",";
"SYRG,""Synergy Resources Corporation"",""8.62"",""655067935.2"",""n/a"",""n/a"",""Energy"",""Oil & Gas Production"",""http://www.nasdaq.com/symbol/syrg"",";
"SYN,""Synthetic Biologics, Inc"",""1.87"",""108234504.18"",""n/a"",""n/a"",""Health Care"",""Major Pharmaceuticals"",""http://www.nasdaq.com/symbol/syn"",";
"TRX,""Tanzanian Royalty Exploration Corporation"",""2.14"",""215974325.48"",""n/a"",""n/a"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/trx"",";
"TGB,""Taseko Mines Limited"",""2.19"",""422697276.45"",""n/a"",""n/a"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/tgb"",";
"TAS,""Tasman Metals Ltd"",""1.27"",""77344247.14"",""n/a"",""n/a"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/tas"",";
"TSH,""Teche Holding Company"",""70.25"",""145697165.25"",""n/a"",""n/a"",""Finance"",""Major Banks"",""http://www.nasdaq.com/symbol/tsh"",";
"TRC/WS,""Tejon Ranch Co"",""5.08"",""0"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/trc/ws"",";
"TIK,""Tel-Instrument Electronics Corp."",""5.9"",""19151913.3"",""n/a"",""n/a"",""Capital Goods"",""Electrical Products"",""http://www.nasdaq.com/symbol/tik"",";
"TGC,""Tengasco, Inc."",""0.475"",""28900146.175"",""n/a"",""n/a"",""Energy"",""Oil & Gas Production"",""http://www.nasdaq.com/symbol/tgc"",";
"GLU,""The Gabelli Global Utility and Income Trust"",""19.74"",""81520514.88"",""n/a"",""2004"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/glu"",";
"GLU^A,""The Gabelli Global Utility and Income Trust"",""50.75"",""0"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/glu^a"",";
"TXMD,""TherapeuticsMD, Inc."",""5.6"",""811820839.2"",""n/a"",""n/a"",""Health Care"",""Major Pharmaceuticals"",""http://www.nasdaq.com/symbol/txmd"",";
"TPI,""Tianyin Pharmaceutical Co., Inc."",""0.95"",""27913651.45"",""n/a"",""n/a"",""Health Care"",""Major Pharmaceuticals"",""http://www.nasdaq.com/symbol/tpi"",";
"IDI,""Tiger Media, Inc."",""1.441"",""46447407.16"",""n/a"",""n/a"",""Consumer Services"",""Advertising"",""http://www.nasdaq.com/symbol/idi"",";
"TLR,""Timberline Resources Corporation"",""0.1611"",""8964534.8358"",""n/a"",""n/a"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/tlr"",";
"TGD,""Timmons Gold Corp"",""1.49"",""214796977.05"",""n/a"",""2011"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/tgd"",";
"TOF,""Tofutti Brands Inc."",""3.52"",""18141045.12"",""n/a"",""n/a"",""Consumer Non-Durables"",""Specialty Foods"",""http://www.nasdaq.com/symbol/tof"",";
"TMP,""Tompkins Financial Corporation"",""49.16"",""723095472.36"",""n/a"",""n/a"",""Finance"",""Major Banks"",""http://www.nasdaq.com/symbol/tmp"",";
"TAT,""Transatlantic Petroleum Ltd"",""0.7801"",""291290947.006"",""n/a"",""n/a"",""Energy"",""Oil & Gas Production"",""http://www.nasdaq.com/symbol/tat"",";
"TPLM,""Triangle Petroleum Corporation"",""8.31"",""711521529.06"",""n/a"",""n/a"",""Energy"",""Oil & Gas Production"",""http://www.nasdaq.com/symbol/tplm"",";
"TRT,""Trio-Tech International"",""3.24"",""11155255.2"",""n/a"",""n/a"",""Technology"",""Industrial Machinery/Components"",""http://www.nasdaq.com/symbol/trt"",";
"HTM,""U.S. Geothermal Inc."",""0.486"",""49617947.412"",""n/a"",""n/a"",""Public Utilities"",""Electric Utilities: Central"",""http://www.nasdaq.com/symbol/htm"",";
"UAMY,""United States Antimony Corporation"",""2.15"",""134636710.9"",""n/a"",""n/a"",""Capital Goods"",""Metal Fabrications"",""http://www.nasdaq.com/symbol/uamy"",";
"UUU,""Universal Security Instruments, Inc."",""4.7"",""10753068.9"",""n/a"",""n/a"",""Consumer Non-Durables"",""Electronic Components"",""http://www.nasdaq.com/symbol/uuu"",";
"UQM,""UQM TECHNOLOGIES INC"",""2.13"",""79952687.49"",""n/a"",""n/a"",""Capital Goods"",""Industrial Machinery/Components"",""http://www.nasdaq.com/symbol/uqm"",";
"URG,""Ur Energy Inc"",""1.39"",""177308042.77"",""n/a"",""n/a"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/urg"",";
"URZ,""Uranerz Energy Corporation"",""1.42"",""121829005.08"",""n/a"",""n/a"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/urz"",";
"UEC,""Uranium Energy Corp."",""1.88"",""168629906.92"",""n/a"",""n/a"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/uec"",";
"VTG,""Vantage Drilling Company"",""1.83"",""555667936.23"",""n/a"",""n/a"",""Energy"",""Oil & Gas Production"",""http://www.nasdaq.com/symbol/vtg"",";
"VSB,""VantageSouth Bancshares, Inc."",""5.09"",""234332442.72"",""n/a"",""n/a"",""Finance"",""Major Banks"",""http://www.nasdaq.com/symbol/vsb"",";
"VSR,""Versar, Inc."",""4.64"",""45003782.24"",""n/a"",""1986"",""Consumer Services"",""Military/Government/Technical"",""http://www.nasdaq.com/symbol/vsr"",";
"VII,""Vicon Industries, Inc."",""3.25"",""14637626.25"",""n/a"",""n/a"",""Consumer Durables"",""Telecommunications Equipment"",""http://www.nasdaq.com/symbol/vii"",";
"VHC,""VirnetX Holding Corp"",""18.21"",""932409197.61"",""n/a"",""n/a"",""Miscellaneous"",""Multi-Sector Companies"",""http://www.nasdaq.com/symbol/vhc"",";
"VGZ,""Vista Gold Corporation"",""0.5674"",""46682958.1258"",""n/a"",""n/a"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/vgz"",";
"EAD,""Wells Fargo Advantage Income Opportunities Fund"",""9.16"",""650204289.16"",""n/a"",""2003"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/ead"",";
"ERC,""Wells Fargo Advantage Multi-Sector Income Fund"",""14.25"",""599283750"",""n/a"",""2003"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/erc"",";
"ERH,""Wells Fargo Advantage Utilities and High Income Fund"",""11.92"",""110035701.36"",""n/a"",""2004"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/erh"",";
"WGA,""Wells-Gardner Electronics Corporation"",""1.75"",""20485500"",""n/a"",""n/a"",""Technology"",""Radio And Television Broadcasting And Communications Equipment"",""http://www.nasdaq.com/symbol/wga"",";
"SBI,""Western Asset Intermediate Muni Fund Inc"",""9.46"",""133167606.44"",""n/a"",""1992"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/sbi"",";
"WRN,""Western Copper and Gold Corporation"",""0.76"",""71199792.12"",""n/a"",""2011"",""Basic Industries"",""Precious Metals"",""http://www.nasdaq.com/symbol/wrn"",";
"WYY,""WidePoint Corporation"",""1.9"",""121423978.3"",""n/a"",""n/a"",""Technology"",""EDP Services"",""http://www.nasdaq.com/symbol/wyy"",";
"WTT,""Wireless Telecom Group,  Inc."",""2.2"",""52873108.2"",""n/a"",""n/a"",""Capital Goods"",""Electrical Products"",""http://www.nasdaq.com/symbol/wtt"",";
"ZBB,""ZBB Energy Corporation"",""0.9399"",""16643523.624"",""n/a"",""2007"",""Public Utilities"",""Electric Utilities: Central"",""http://www.nasdaq.com/symbol/zbb"",";
